Music,Artist,Text,Language,Url,Search Status,Unnamed: 6
Pai,FábioJR,"['pai', 'pode', 'ser', 'daqui', 'algum', 'tempo', 'haja', 'tempo', 'pra', 'gente', 'ser', 'muito', 'dois', 'grandes', 'amigos', 'pai', 'filho', 'talvez', 'pai', 'pode', 'ser', 'daí', 'sinta', 'qualquer', 'coisa', 'vinte', 'trinta', 'longos', 'anos', 'busca', 'paz', 'pai', 'pode', 'crer', 'eu', 'tô', 'bem', 'vou', 'indo', 'tô', 'tentando', 'vivendo', 'pedindo', 'com', 'loucura', 'pra', 'renascer', 'pai', 'eu', 'faço', 'questão', 'ser', 'tudo', 'só', 'quero', 'vou', 'ficar', 'mudo', 'pra', 'falar', 'amor', 'pra', 'pai', 'senta', 'aqui', 'jantar', 'tá', 'mesa', 'fala', 'pouco', 'voz', 'tá', 'tão', 'presa', 'nos', 'ensina', 'jogo', 'vida', 'onde', 'vida', 'paga', 'pra', 'ver', 'pai', 'me', 'perdoa', 'insegurança', 'é', 'criança', 'que', 'dia', 'morrendo', 'medo', 'nos', 'braços', 'fez', 'segredo', 'nos', 'passos', 'pai', 'eu', 'cresci', 'outro', 'jeito', 'quero', 'recostar', 'peito', 'pra', 'pedir', 'pra', 'ir', 'lá', 'casa', 'brincar', 'vovô', 'filho', 'no', 'tapete', 'sala', 'estar', 'pai', 'você', 'herói', 'bandido', 'hoje', 'amigo', 'nem', 'ninguém', 'tá', 'sozinho', 'você', 'faz', 'parte', 'desse', 'caminho', 'que', 'hoje', 'sigo', 'paz']",PT-BR,https://api.vagalume.com.br/search.php?art= Fabio JR &mus=Pai&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Sampa,CaetanoVeloso,"['alguma', 'coisa', 'acontece', 'coração', 'que', 'cruzo', 'ipiranga', 'av', 'são', 'joão', 'é', 'cheguei', 'aqui', 'nada', 'entendi', 'da', 'dura', 'poesia', 'concreta', 'esquinas', 'da', 'deselegância', 'discreta', 'meninas', 'ainda', 'havia', 'mim', 'rita', 'lee', 'completa', 'tradução', 'alguma', 'coisa', 'acontece', 'coração', 'que', 'cruza', 'ipiranga', 'avenida', 'são', 'joão', 'quando', 'encarei', 'frente', 'frente', 'vi', 'rosto', 'chamei', 'mau', 'gosto', 'vi', 'mau', 'gosto', 'mau', 'gosto', 'é', 'narciso', 'acha', 'feio', 'espelho', 'mente', 'apavora', 'ainda', 'velho', 'nada', 'antes', 'mutantes', 'foste', 'difícil', 'começo', 'afasto', 'conheço', 'vende', 'outro', 'sonho', 'feliz', 'cidade', 'aprende', 'depressa', 'chamar-te', 'realidade', 'porque', 'és', 'avesso', 'avesso', 'avesso', 'avesso', 'do', 'povo', 'oprimido', 'filas', 'vilas', 'favelas', 'da', 'força', 'grana', 'ergue', 'destrói', 'coisas', 'belas', 'da', 'feia', 'fumaça', 'sobe', 'apagando', 'estrelas', 'eu', 'vejo', 'surgir', 'poetas', 'campos', 'espaços', 'tuas', 'oficinas', 'florestas', 'deuses', 'chuva', 'pan-américas', 'áfricas', 'utópicas', 'túmulo', 'samba', 'mas', 'possível', 'novo', 'quilombo', 'zumbi', 'novos', 'baianos', 'passeiam', 'garoa', 'novos', 'baianos', 'podem', 'curtir', 'boa']",PT-BR,https://api.vagalume.com.br/search.php?art= Caetano Veloso &mus=Sampa&apikey=dc668952146a4a25b6d06586e7b69708,exact,
SangueLatino,SecoseMolhados,"['jurei', 'mentiras', 'sigo', 'sozinho', 'assumo', 'pecados', 'os', 'ventos', 'norte', 'não', 'movem', 'moinhos', 'resta', 'é', 'gemido', 'minha', 'vida', 'mortos', 'meus', 'caminhos', 'tortos', 'meu', 'sangue', 'latino', ""minh'alma"", 'cativa', 'rompi', 'tratados', 'traí', 'ritos', 'quebrei', 'lança', 'lancei', 'espaço', 'um', 'grito', 'desabafo', 'importa', 'é', 'estar', 'vencido']",PT-BR,https://api.vagalume.com.br/search.php?art= Secos e Molhados &mus=Sangue-Latino&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
Fiomaravilha,MariaAlcina,"['novamente', 'chegou', 'inspiração', 'com', 'amor', 'emoção', 'com', 'explosão', 'gol', 'gol', 'sacudindo', 'torcida', 'minutos', 'do', 'segundo', 'tempo', 'depois', 'fazer', 'jogada', 'celestial', 'gol', 'gol', 'tabelou', 'driblou', 'dois', 'zagueiros', 'deu', 'toque', 'driblou', 'goleiro', 'só', 'entrou', 'bola', 'tudo', 'porque', 'humildade', 'gol', 'gol', 'foi', 'gol', 'classe', 'onde', 'mostrou', 'malícia', 'raça', 'foi', 'gol', 'anjo', 'um', 'verdadeiro', 'gol', 'placa', 'que', 'galera', 'agradecida', 'assim', 'cantava', 'fio', 'maravilha', 'gostamos', 'fio', 'maravilha', 'faz', 'pra', 'gente', 'ver']",PT-BR,https://api.vagalume.com.br/search.php?art= Maria Alcina &mus=Fio-maravilha&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
Paralelas,Vanusa,"['dentro', 'carro', 'sobre', 'trevo', 'cem', 'hora', 'amor', 'só', 'tens', 'agora', 'carinhos', 'motor', 'escritório', 'onde', 'trabalho', 'fico', 'rico', 'quanto', 'multiplico', 'dimimui', 'amor', 'cada', 'luz', 'mercúrio', 'vejo', 'luz', 'olhar', 'passas', 'praças', 'viadutos', 'lembras', 'voltar', 'voltar', 'voltar', 'no', 'corcovado', 'abre', 'braços', 'copacabana', 'semana', 'mar', 'borboletas', 'pousam', 'demais', 'flores', 'asfalto', 'vais', 'paralelas', 'pneus', ""n'água"", 'ruas', 'são', 'duas', 'estradas', 'nuas', 'foges', 'no', 'apartamento', 'oitavo', 'andar', 'abro', 'vidraça', 'grito', 'carro', 'passa', 'teu', 'infinito', 'no', 'corcovado', 'abre', 'braços', 'copocabana', 'semana', 'mar', 'borboletas', 'pousam', 'demais', 'flores', 'asfalto', 'vais']",PT-BR,https://api.vagalume.com.br/search.php?art= Vanusa &mus=Paralelas&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Sonhos,Peninha,"['tudo', 'apenas', 'brincadeira', 'crescendo', 'crescendo', 'absorvendo', 'repente', 'vi', 'assim', 'completamente', 'vi', 'força', 'amarrada', 'passo', 'vi', 'caminho', 'acho', 'vi', 'grande', 'amor', 'gritar', 'dentro', 'mim', 'sonhei', 'dia', 'quando', 'mundo', 'mundo', 'todo', 'mundo', 'admitia', 'uma', 'mudança', 'estranha', 'mais', 'pureza', 'carinho', 'calma', 'alegria', 'jeito', 'dar', 'quando', 'canção', 'fez', 'forte', 'sentida', 'quando', 'poesia', 'fez', 'folia', 'vida', 'você', 'veio', 'contar', 'dessa', 'paixão', 'inesperada', 'por', 'outra', 'pessoa', 'mas', 'revolta', 'eu', 'quero', 'encontre', 'ter', 'saudade', 'bom', 'é', 'melhor', 'caminhar', 'vazio', 'esperança', 'dom', 'que', 'mim', 'eu', 'sim', 'não', 'desespero', 'você', 'ensinou', 'milhões', 'coisas', 'tenho', 'sonho', 'mãos', 'amanhã', 'novo', 'dia', 'certamente', 'vou', 'ser', 'feliz']",PT-BR,https://api.vagalume.com.br/search.php?art= Peninha &mus=Sonhos&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Meumundoenadamais,GuilhermeArantes,"['quando', 'ferido', 'vi', 'tudo', 'mudar', 'das', 'verdades', 'que', 'sabia', 'só', 'sobraram', 'restos', 'esqueci', 'toda', 'paz', 'que', 'eu', 'tudo', 'hoje', 'mudo', 'estou', 'mudado', 'à', 'meia-noite', 'meia', 'luz', 'pensando', 'daria', 'tudo', 'modo', 'esquecer', 'eu', 'queria', 'tanto', 'estar', 'escuro', 'quarto', 'à', 'meia-noite', 'meia', 'luz', 'sonhando', 'daria', 'tudo', 'mundo', 'nada', 'não', 'bem', 'certo', 'se', 'ainda', 'vou', 'sorrir', 'sem', 'travo', 'amargura', 'como', 'ser', 'livre', 'como', 'ser', 'capaz', 'de', 'enxergar', 'novo', 'dia', 'eu', 'tudo', 'hoje', 'mudo', 'estou', 'mudado', 'à', 'meia-noite', 'meia', 'luz', 'pensando', 'daria', 'tudo', 'modo', 'esquecer', 'eu', 'queria', 'tanto', 'estar', 'escuro', 'quarto', 'à', 'meia-noite', 'meia', 'luz', 'sonhando', 'daria', 'tudo', 'mundo', 'nada', 'eu', 'queria', 'tanto', 'estar', 'escuro', 'quarto', 'à', 'meia-noite', 'meia', 'luz', 'sonhando', 'daria', 'tudo', 'mundo', 'nada']",PT-BR,https://api.vagalume.com.br/search.php?art= Guilherme Arantes &mus=Meu-mundo-e-nada-mais&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
ExplodeCoração,MariaBethânia,"['chega', 'tentar', 'dissimular', 'disfarçar', 'esconder', 'o', 'pra', 'ocultar', 'posso', 'calar', 'já', 'brilho', 'desse', 'olhar', 'traidor', 'entregou', 'tentou', 'conter', 'o', 'quis', 'desabafar', 'cortou', 'chega', 'temer', 'chorar', 'sofrer', 'sorrir', 'dar', 'perder', 'achar', 'que', 'tudo', 'viver', 'eu', 'quero', 'abrir', 'vida', 'assim', 'como', 'sol', 'desvirginando', 'madrugada', 'quero', 'sentir', 'dor', 'dessa', 'manhã', 'nascendo', 'rompendo', 'rasgando', 'tomando', 'corpo', 'então', 'chorando', 'sofrendo', 'gostando', 'adorando', 'gritando', 'feito', 'louco', 'alucinado', 'criança', 'sentindo', 'amor', 'derramando', 'não', 'pra', 'segurar', 'explode', 'coração']",PT-BR,https://api.vagalume.com.br/search.php?art= Maria Bethania &mus=Explode-Coracao&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
Nãoexistepecadoaosuldoequador,NeyMatogrosso,"['não', 'existe', 'pecado', 'lado', 'baixo', 'do', 'equador', 'vamos', 'fazer', 'pecado', 'rasgado', 'suado', 'todo', 'vapor', 'me', 'deixa', 'ser', 'escracho', 'capacho', 'cacho', 'diacho', 'um', 'riacho', 'amor', 'quando', 'lição', 'esculacho', 'olha', 'aí', 'sai', 'baixo', 'que', 'professor', 'deixa', 'tristeza', 'pra', 'lá', 'vem', 'comer', 'jantar', 'sarapatel', 'caruru', 'tucupi', 'tacacá', 'vê', 'usa', 'abusa', 'lambuza', 'que', 'cafuza', 'não', 'pode', 'esperar', 'deixa', 'tristeza', 'pra', 'lá', 'vem', 'comer', 'jantar', 'sarapatel', 'caruru', 'tucupi', 'tacacá', 'vê', 'esgota', 'bota', 'mesa', 'que', 'holandesa', 'não', 'pode', 'esperar']",PT-BR,https://api.vagalume.com.br/search.php?art= Ney Matogrosso &mus=Nao-existe-pecado-ao-sul-do-equador&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
Superhomem(acanção),GilbertoGil,"['um', 'dia', 'vivi', 'ilusão', 'ser', 'homem', 'bastaria', 'que', 'mundo', 'masculino', 'tudo', 'daria', 'do', 'quisesse', 'ter', 'que', 'nada', 'minha', 'porção', 'mulher', 'então', 'resguardara', 'é', 'porção', 'melhor', 'trago', 'mim', 'agora', 'é', 'faz', 'viver', 'quem', 'dera', 'pudesse', 'todo', 'homem', 'compreender', 'oh', 'mãe', 'dera', 'ser', 'verão', 'apogeu', 'primavera', 'ser', 'quem', 'sabe', 'o', 'superhomem', 'venha', 'restituir', 'glória', 'mudando', 'deus', 'curso', 'história', 'por', 'causa', 'mulher']",PT-BR,https://api.vagalume.com.br/search.php?art= Gilberto Gil &mus=Superhomem-(a-cancao)&apikey=dc668952146a4a25b6d06586e7b69708,GoogleSearch OK,
Madalena,ElisRegina,"['oh', 'madalena', 'peito', 'percebeu', 'mar', 'gota', 'comparado', 'pranto', 'fique', 'certa', 'amor', 'desperta', 'logo', 'sol', 'desespera', 'esconde', 'lá', 'serra', 'madalena', 'divide', 'nem', 'tampouco', 'admite', 'quem', 'amor', 'duvide', 'até', 'lua', 'arrisca', 'palpite', 'que', 'amor', 'existe', 'forte', 'fraco', 'alegre', 'triste']",PT-BR,https://api.vagalume.com.br/search.php?art= Elis Regina &mus=Madalena&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Vocêabusou,AntonioCarloseJocafi,"['você', 'abusou', 'tirou', 'partido', 'mim', 'abusou', 'tirou', 'partido', 'mim', 'abusou', 'tirou', 'partido', 'mim', 'abusou', 'mas', 'faz', 'mal', 'é', 'tão', 'normal', 'ter', 'desamor', 'é', 'tão', 'cafona', 'sofrer', 'dor', 'que', 'sei', 'meninice', 'cafonice', 'o', 'amor', 'se', 'quadradismo', 'versos', 'vai', 'encontro', 'intelectos', 'que', 'usam', 'coração', 'como', 'expressão', 'voce', 'abusou', 'que', 'perdoe', 'se', 'insisto', 'nesse', 'tema', 'mas', 'sei', 'fazer', 'poema', 'canção', 'que', 'fale', 'outra', 'coisa', 'que', 'amor', 'se', 'quadradismo', 'versos', 'essa', 'música', 'faixa', 'lado', 'lp', 'mudei', 'idéia']",PT-BR,https://api.vagalume.com.br/search.php?art= Antonio Carlos e Jocafi &mus=Voce-abusou&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
AzulDaCorDoMar,TimMaia,"['ah', 'se', 'mundo', 'inteiro', 'pudesse', 'ouvir', 'tenho', 'pra', 'contar', 'dizer', 'aprendi', 'vida', 'gente', 'entender', 'que', 'nasce', 'pra', 'sofrer', 'enquanto', 'outro', 'ri', 'mas', 'sofre', 'sempre', 'procurar', 'pelo', 'menos', 'vir', 'achar', 'razão', 'viver', 'ver', 'vida', 'algum', 'motivo', 'pra', 'sonhar', 'ter', 'sonho', 'todo', 'azul', 'azul', 'cor', 'mar']",PT-BR,https://api.vagalume.com.br/search.php?art= Tim Maia &mus=Azul-Da-Cor-Do-Mar&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
