Music,Artist,Text,Language,Url,Search Status,Unnamed: 6
DeusTeProtejaDeMim,Wando,"['Deus', 'proteja', 'onda', 'alegria', 'invade', 'todo', 'dia', 'encontro', 'Deus', 'proteja', 'beijo', 'pecado', 'tão', 'gostoso', 'tão', 'levado', 'tão', 'molhado', 'prazer', 'toda', 'vez', 'cruza', 'caminho', 'esqueço', 'sozinho', 'nasci', 'vou', 'morrer', 'No', 'olhar', 'vejo', 'mundo', 'tão', 'bonito', 'fé', 'acredito', 'deixo', 'amor', 'acontecer', 'Vem', 'seduzir', 'confundir', 'agradar', 'louca', 'louco', 'Vem', 'brincar', 'fogo', 'queimar', 'queimar', 'queimando', 'juntos', 'gente', 'pode', 'acender', 'Eu', 'vou', 'deixar', 'amar', 'medo', 'sofrer', 'quer', 'dar', 'quero', 'receber', 'Vinho', 'proibido', 'safra', 'especial', 'embriaga', 'alucina', 'faz', 'mal', 'Deus', 'proteja', 'falta', 'respeito', 'corpo', 'leito', 'gente', 'faz', 'amor', 'Deus', 'proteja', 'jeito', 'atrevido', 'provoca', 'gemido', 'gosto', 'dor', 'O', 'vestido', 'esconde', 'parte', 'formosa', 'benzo', 'Deus', 'fêmea', 'gostosa', 'amor', 'guardou', 'pra', 'mim', 'Repete', 'fala', 'loucuras', 'sentido', 'bem', 'baixinho', 'ouvido', 'dá', 'quero', 'sim', 'Vem', 'seduzir', 'confundir', 'agradar', 'louca', 'louco', 'vem', 'brincar', 'fogo', 'queimar', 'queimar', 'Queimando', 'juntos', 'gente', 'pode', 'acender', 'Eu', 'vou', 'deixar', 'amar', 'medo', 'sofrer', 'Se', 'quer', 'dar', 'quero', 'receber', 'Vinho', 'proibido', 'safra', 'especial', 'embriaga', 'alucina', 'faz', 'mal']",PT-BR,https://api.vagalume.com.br/search.php?art= Wando &mus=Deus-Te-Proteja-De-Mim&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Nosbailesdavida,MiltonNascimento,"['Foi', 'bailes', 'vida', 'bar', 'troca', 'pão', 'Que', 'muita', 'gente', 'boa', 'pôs', 'pé', 'profissão', 'De', 'tocar', 'instrumento', 'cantar', 'Não', 'importando', 'pagou', 'quis', 'ouvir', 'Foi', 'assim', 'Cantar', 'buscar', 'caminho', 'Que', 'vai', 'dar', 'sol', 'Tenho', 'comigo', 'lembranças', 'Para', 'cantar', 'nada', 'longe', 'tudo', 'tão', 'bom', 'Té', 'estrada', 'terra', 'boléia', 'caminhão', 'Era', 'assim', 'Com', 'roupa', 'encharcada', 'alma', 'Repleta', 'chão', 'Todo', 'artista', 'ir', 'aonde', 'povo', 'Se', 'assim', 'assim', 'Cantando', 'desfaço', 'canso', 'De', 'viver', 'cantar']",PT-BR,https://api.vagalume.com.br/search.php?art= Milton Nascimento &mus=Nos-bailes-da-vida&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
Banhodeespuma,RitaLee,"['Que', 'tal', 'dois', 'banheira', 'espuma', 'El', 'cuerpo', 'caliente', 'dolce', 'farniente', 'Sem', 'culpa', 'nenhuma', 'Fazendo', 'massagem', 'relaxando', 'tensão', 'plena', 'vagabundagem', 'toda', 'disposição', 'Falando', 'muita', 'bobagem', 'esfregando', 'água', 'sabão', 'Que', 'tal', 'dois', 'banheira', 'espuma', 'El', 'cuerpo', 'caliente', 'dolce', 'farniente', 'Sem', 'culpa', 'nenhuma', 'Fazendo', 'massagem', 'relaxando', 'tensão', 'plena', 'vagabundagem', 'toda', 'disposição', 'Falando', 'muita', 'bobagem', 'esfregando', 'água', 'sabão', 'Lá', 'reino', 'Afrodite', 'amor', 'passa', 'limites', 'Quem', 'quiser', 'habilite', 'falta', 'apetite', 'Que', 'tal', 'dois', 'banheira', 'espuma']",PT-BR,https://api.vagalume.com.br/search.php?art= Rita Lee &mus=Banho-de-espuma&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
CoraçãodeEstudante,MiltonNascimento,"['Quero', 'falar', 'coisa', 'Adivinha', 'onde', 'anda', 'Deve', 'estar', 'dentro', 'peito', 'Ou', 'caminha', 'ar', 'Pode', 'estar', 'aqui', 'lado', 'Bem', 'perto', 'pensamos', 'folha', 'juventude', 'É', 'nome', 'certo', 'desse', 'amor', 'Já', 'podaram', 'momentos', 'Desviaram', 'destino', 'Seu', 'sorriso', 'menino', 'Tantas', 'vezes', 'escondeu', 'Mas', 'renova-se', 'esperança', 'Nova', 'aurora', 'cada', 'dia', 'cuidar', 'broto', 'Pra', 'vida', 'dê', 'flor', 'fruto', 'Coração', 'estudante', 'Há', 'cuidar', 'vida', 'Há', 'cuidar', 'mundo', 'Tomar', 'conta', 'amizade', 'Alegria', 'sonho', 'Espalhados', 'caminho', 'Verdes', 'plantas', 'sentimento', 'Folhas', 'coração', 'juventude', 'fé']",PT-BR,https://api.vagalume.com.br/search.php?art= Milton Nascimento &mus=Coracao-de-Estudante&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
Umdiadedomingo,TimMaiaeGalCosta,"['Eu', 'preciso', 'falar', 'Te', 'encontrar', 'qualquer', 'jeito', 'Pra', 'sentar', 'conversar', 'Depois', 'andar', 'encontro', 'vento', 'Eu', 'preciso', 'respirar', 'O', 'ar', 'rodeia', 'pele', 'quero', 'ter', 'O', 'sol', 'bronzeia', 'Eu', 'preciso', 'tocar', 'outra', 'vez', 'ver', 'sorrindo', 'voltar', 'sonho', 'lindo', 'Já', 'dá', 'pra', 'viver', 'Um', 'sentimento', 'sentido', 'Eu', 'preciso', 'descobrir', 'emoção', 'estar', 'contigo', 'Ver', 'sol', 'amanhecer', 'ver', 'vida', 'acontecer', 'Como', 'dia', 'domingo', 'Faz', 'conta', 'ainda', 'cedo', 'Tudo', 'vai', 'ficar', 'conta', 'emoção', 'Faz', 'conta', 'ainda', 'cedo', 'deixar', 'falar', 'voz', 'coração', 'Eu', 'preciso', 'falar', 'Te', 'encontrar', 'qualquer', 'jeito', 'Pra', 'sentar', 'conversar', 'Depois', 'andar', 'encontro', 'vento', 'Eu', 'preciso', 'respirar', 'O', 'ar', 'rodeia', 'pele', 'quero', 'ter', 'O', 'sol', 'bronzeia', 'Eu', 'preciso', 'tocar', 'outra', 'vez', 'ver', 'sorrindo', 'voltar', 'sonho', 'lindo', 'Já', 'dá', 'pra', 'viver', 'Um', 'sentimento', 'sentido', 'Eu', 'preciso', 'descobrir', 'emoção', 'estar', 'contigo', 'Ver', 'sol', 'amanhecer', 'ver', 'vida', 'acontecer', 'Como', 'dia', 'domingo', 'Faz', 'conta', 'ainda', 'cedo', 'Tudo', 'vai', 'ficar', 'conta', 'emoção', 'Faz', 'conta', 'ainda', 'cedo', 'deixar', 'falar', 'voz', 'coração', 'Faz', 'conta', 'ainda', 'cedo', 'Tudo', 'vai', 'ficar', 'conta', 'emoção', 'Faz', 'conta', 'ainda', 'cedo', 'deixar', 'falar', 'voz', 'coração', 'Faz', 'conta', 'ainda', 'cedo', 'Tudo', 'vai', 'ficar', 'conta', 'emoção', 'emoção', 'Faz', 'conta', 'ainda', 'cedo', 'deixar', 'falar', 'voz', 'coração', 'deixa', 'deixa', 'Faz', 'conta', 'ainda', 'cedo', 'Tudo', 'vai', 'ficar', 'conta', 'emoção', 'emoção', 'Faz', 'conta', 'ainda', 'cedo']",PT-BR,https://api.vagalume.com.br/search.php?art= Tim Maia e Gal Costa &mus=Um-dia-de-domingo&apikey=dc668952146a4a25b6d06586e7b69708,GoogleSearch OK,
Demais,VeronicaSabino,"['Foi', 'vento', 'passou', 'Que', 'trouxe', 'levou', 'Deixando', 'corpo', 'marca', 'amor', 'Que', 'ficou', 'ar', 'Ilusão', 'luar', 'chuva', 'vento', 'Traz', 'Faz', 'Eu', 'lembre', 'De', 'todos', 'sonhos', 'Que', 'gente', 'sonhou', 'Planejou', 'demais', 'Demais', 'Bem', 'podia', 'Tentar', 'encontrar', 'Mas', 'vento', 'forte', 'Que', 'afastou', 'levou', 'Te', 'escondeu', 'Longe', 'demais', 'chuva', 'vento', 'Traz', 'Faz', 'Eu', 'lembre', 'De', 'todos', 'sonhos', 'Que', 'gente', 'sonhou', 'Planejou', 'demais', 'Demais', 'cada', 'vento', 'Que', 'soprar', 'Pode', 'fazer', 'voltar', 'Encher', 'vazio', 'Que', 'ficou', 'ar', 'Me', 'marcou', 'demais', 'Me', 'marcou', 'Demais']",PT-BR,https://api.vagalume.com.br/search.php?art= Veronica Sabino &mus=Demais&apikey=dc668952146a4a25b6d06586e7b69708,exact,
EntreTapaseBeijos,LeandroeLeonardo,"['Perguntaram', 'pra', 'mim', 'Se', 'ainda', 'gosto', 'Respondi', 'ódio', 'morro', 'amor', 'Hoje', 'juntinhos', 'Amanhã', 'vejo', 'Separando', 'voltando', 'gente', 'segue', 'andando', 'tapas', 'beijos', 'Eu', 'sempre', 'queremos', 'Se', 'manda', 'ir', 'embora', 'Eu', 'saio', 'lá', 'chama', 'pra', 'trás', 'Entre', 'tapas', 'beijos', 'É', 'ódio', 'desejo', 'É', 'sonho', 'ternura', 'O', 'casal', 'ama', 'Até', 'cama', 'Provoca', 'loucuras', 'assim', 'vou', 'vivendo', 'Sofrendo', 'querendo', 'Esse', 'amor', 'doentio', 'Mas', 'falto', 'pra', 'Meu', 'mundo', 'vazio']",PT-BR,https://api.vagalume.com.br/search.php?art= Leandro e Leonardo &mus=Entre-Tapas-e-Beijos&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
Momentos,Joanna,"['Momentos', 'Vou', 'caçar', 'cama', 'Sem', 'segredos', 'saciar', 'sede', 'Do', 'desejo', 'Deixar', 'cabelo', 'Desalinho', 'afogar', 'vez', 'carinho', 'Quero', 'ficar', 'assim', 'toda', 'noite', 'copiar', 'traços', 'Lentamente', 'Deixar', 'pousar', 'beijo', 'No', 'corpo', 'Deixar', 'amor', 'Se', 'faça', 'mansamente', 'Vem', 'ficar', 'comigo', 'abandono', 'Desse', 'abraço', 'adormeça', 'peito', 'Teu', 'cansaço', 'Que', 'tão', 'difícil', 'momento', 'Pra', 'Dois', 'Vem', 'traz', 'contigo', 'paz', 'Tão', 'esperada', 'Faz', 'dessa', 'noite', 'Uma', 'eterna', 'madrugada', 'desperte', 'vida', 'adormecer']",PT-BR,https://api.vagalume.com.br/search.php?art= Joanna &mus=Momentos&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Emoções,RobertoCarlos,"['Quando', 'aqui', 'Eu', 'vivo', 'momento', 'lindo', 'Olhando', 'pra', 'mesmas', 'emoções', 'sentindo', 'São', 'tantas', 'vividas', 'São', 'momentos', 'esqueci', 'Detalhes', 'vida', 'Histórias', 'contei', 'aqui', 'Amigos', 'ganhei', 'Saudades', 'senti', 'partindo', 'vezes', 'deixei', 'Você', 'ver', 'chorar', 'sorrindo', 'Sei', 'tudo', 'amor', 'É', 'capaz', 'dar', 'Eu', 'sei', 'sofri', 'Mas', 'deixo', 'amar', 'Se', 'chorei', 'Ou', 'sorri', 'O', 'importante', 'É', 'emoções', 'vivi', 'São', 'tantas', 'vividas', 'São', 'momentos', 'esqueci', 'Detalhes', 'vida', 'Histórias', 'contei', 'aqui', 'Mas', 'aqui', 'Vivendo', 'momento', 'lindo', 'De', 'frente', 'pra', 'emoções', 'repetindo', 'paz', 'vida', 'traz', 'Na', 'fé', 'faz', 'Otimista', 'demais', 'Se', 'chorei', 'Ou', 'sorri', 'O', 'importante', 'É', 'emoções', 'vivi', 'Se', 'chorei', 'Ou', 'sorri', 'O', 'importante', 'É', 'emoções', 'vivi']",PT-BR,https://api.vagalume.com.br/search.php?art= Roberto Carlos &mus=Emocoes&apikey=dc668952146a4a25b6d06586e7b69708,exact,
LeãoFerido,Biafra,"['Feche', 'olhos', 'Não', 'quero', 'Dentro', 'coração', 'Quantas', 'vezes', 'tentei', 'falar', 'Eu', 'gosto', 'ver', 'assim', 'Mas', 'solução', 'verdade', 'dói', 'demais', 'mim', 'Solidão', 'Tenho', 'ser', 'bandido', 'Tenho', 'ser', 'cruel', 'Um', 'leão', 'ferido', 'Feroz', 'Sou', 'herói', 'vencido', 'Anjo', 'fere', 'céu', 'Grito', 'amor', 'sumido', 'voz', 'onde']",PT-BR,https://api.vagalume.com.br/search.php?art= Biafra &mus=Leao-Ferido&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
ComoumaOnda,LuluSantos,"['Nada', 'De', 'novo', 'jeito', 'dia', 'Tudo', 'passa', 'tudo', 'sempre', 'passará', 'vida', 'vem', 'ondas', 'mar', 'Num', 'indo', 'vindo', 'infinito', 'Tudo', 'vê', 'Igual', 'gente', 'viu', 'segundo', 'tudo', 'muda', 'tempo', 'todo', 'mundo', 'Não', 'adianta', 'fugir', 'Nem', 'mentir', 'pra', 'si', 'agora', 'Há', 'tanta', 'vida', 'lá', 'Aqui', 'dentro', 'sempre', 'Como', 'onda', 'mar', 'Como', 'onda', 'mar', 'Como', 'onda', 'mar']",PT-BR,https://api.vagalume.com.br/search.php?art= Lulu Santos &mus=Como-uma-Onda&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
Óculos,OsParalamasDoSucesso,"['Se', 'meninas', 'Leblon', 'Não', 'olham', 'pra', 'mim', 'Eu', 'uso', 'óculos', 'volta', 'meia', 'Eu', 'entro', 'carro', 'contramão', 'Eu', 'tô', 'óculos', 'Se', 'tô', 'alegre', 'Eu', 'ponho', 'óculos', 'vejo', 'tudo', 'bem', 'Mas', 'tô', 'triste', 'tiro', 'óculos', 'Eu', 'vejo', 'ninguém', 'Por', 'olha', 'pra', 'mim', 'Me', 'diz', 'mal', 'Por', 'olha', 'pra', 'mim', 'Por', 'trás', 'dessa', 'lente', 'cara', 'legal', 'Eu', 'decidi', 'dizer', 'nunca', 'tal', 'Era', 'jogo', 'tentasse', 'fazer', 'charme', 'intelectual', 'Se', 'disser', 'Periga', 'acreditar', 'mim', 'Eu', 'nasci', 'óculos', 'Eu', 'assim', 'Por', 'olha', 'pra', 'mim', 'Me', 'diz', 'mal', 'Por', 'olha', 'pra', 'mim', 'Por', 'trás', 'dessa', 'lente', 'cara', 'legal', 'Por', 'olha', 'pra', 'mim', 'Por', 'diz', 'sempre', 'Por', 'olha', 'pra', 'mim', 'Por', 'trás', 'dessa', 'lente', 'bate', 'coração']",PT-BR,https://api.vagalume.com.br/search.php?art= Os Paralamas Do Sucesso &mus=Oculos&apikey=dc668952146a4a25b6d06586e7b69708,exact,
EduardoeMônica,LegiãoUrbana,"['Quem', 'dia', 'irá', 'dizer', 'existe', 'razão', 'Nas', 'coisas', 'feitas', 'coração', 'irá', 'dizer', 'Que', 'existe', 'razão', 'Eduardo', 'abriu', 'olhos', 'quis', 'levantar', 'Ficou', 'deitado', 'viu', 'horas', 'Enquanto', 'Mônica', 'tomava', 'conhaque', 'No', 'outro', 'canto', 'cidade', 'Como', 'disseram', 'Eduardo', 'Mônica', 'dia', 'encontraram', 'querer', 'conversaram', 'pra', 'tentar', 'conhecer', 'Foi', 'carinha', 'cursinho', 'Eduardo', 'disse', 'Tem', 'festa', 'legal', 'gente', 'quer', 'divertir', 'Festa', 'estranha', 'gente', 'esquisita', 'Eu', 'legal', 'aguento', 'birita', 'Mônica', 'riu', 'quis', 'saber', 'pouco', 'Sobre', 'boyzinho', 'tentava', 'impressionar', 'Eduardo', 'meio', 'tonto', 'pensava', 'ir', 'pra', 'casa', 'É', 'quase', 'duas', 'vou', 'ferrar', 'Eduardo', 'Mônica', 'trocaram', 'telefone', 'Depois', 'telefonaram', 'decidiram', 'encontrar', 'O', 'Eduardo', 'sugeriu', 'lanchonete', 'Mas', 'Mônica', 'queria', 'ver', 'filme', 'Godard', 'Se', 'encontraram', 'então', 'parque', 'cidade', 'Mônica', 'moto', 'Eduardo', 'camelo', 'O', 'Eduardo', 'achou', 'estranho', 'melhor', 'comentar', 'Mas', 'menina', 'tinta', 'cabelo', 'Eduardo', 'Mônica', 'nada', 'parecidos', 'Ela', 'Leão', 'dezesseis', 'Ela', 'fazia', 'Medicina', 'falava', 'alemão', 'ainda', 'aulinhas', 'inglês', 'Ela', 'gostava', 'Bandeira', 'Bauhaus', 'De', 'Van', 'Gogh', 'Mutantes', 'Do', 'Caetano', 'Rimbaud', 'Eduardo', 'gostava', 'novela', 'jogava', 'futebol-de-botão', 'avô', 'Ela', 'falava', 'coisas', 'sobre', 'Planalto', 'Central', 'Também', 'magia', 'meditação', 'Eduardo', 'ainda', 'No', 'esquema', 'escola', 'cinema', 'clube', 'televisão', 'tudo', 'diferente', 'Veio', 'repente', 'Uma', 'vontade', 'ver', 'dois', 'encontravam', 'todo', 'dia', 'vontade', 'crescia', 'Como', 'ser', 'Eduardo', 'Mônica', 'fizeram', 'natação', 'fotografia', 'Teatro', 'artesanato', 'viajar', 'Mônica', 'explicava', 'pro', 'Eduardo', 'Coisas', 'sobre', 'céu', 'terra', 'água', 'ar', 'Ele', 'aprendeu', 'beber', 'deixou', 'cabelo', 'crescer', 'decidiu', 'trabalhar', 'formou', 'mês', 'passou', 'vestibular', 'dois', 'comemoraram', 'juntos', 'brigaram', 'juntos', 'muitas', 'vezes', 'todo', 'mundo', 'diz', 'completa', 'vice-versa', 'Que', 'feijão', 'arroz', 'Construíram', 'casa', 'uns', 'dois', 'anos', 'atrás', 'Mais', 'menos', 'gêmeos', 'vieram', 'Batalharam', 'grana', 'seguraram', 'legal', 'barra', 'pesada', 'Eduardo', 'Mônica', 'voltaram', 'pra', 'Brasília', 'amizade', 'dá', 'saudade', 'verão', 'Só', 'nessas', 'férias', 'vão', 'viajar', 'Porque', 'filhinho', 'Eduardo', 'Tá', 'recuperação', 'dia', 'irá', 'dizer', 'existe', 'razão', 'Nas', 'coisas', 'feitas', 'coração', 'irá', 'dizer', 'Que', 'existe', 'razão']",PT-BR,https://api.vagalume.com.br/search.php?art= Legiao Urbana &mus=Eduardo-e-Monica&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
UmCertoAlguém,LuluSantos,"['Quis', 'evitar', 'olhos', 'Mas', 'pude', 'reagir', 'Fico', 'vontade', 'então', 'Acho', 'bobagem', 'mania', 'fingir', 'Negando', 'intenção', 'Quando', 'certo', 'alguém', 'Cruzou', 'caminho', 'mudou', 'direção', 'Chego', 'ficar', 'jeito', 'Mas', 'deixo', 'seguir', 'aparição', 'Quando', 'certo', 'alguém', 'Desperta', 'sentimento', 'É', 'melhor', 'resistir', 'entregar', 'Me', 'dê', 'mão', 'Vem', 'ser', 'estrela', 'Complicação', 'Tão', 'fácil', 'entender', 'Vamos', 'dançar', 'Luzir', 'madrugada', 'Inspiração', 'Pra', 'tudo', 'viver', 'Quando', 'certo', 'alguém', 'Cruzou', 'caminho', 'É', 'melhor', 'resistir', 'entregar', 'Me', 'dê', 'mão', 'Vem', 'ser', 'estrela', 'Complicação', 'Tão', 'fácil', 'entender', 'Vamos', 'dançar', 'Luzir', 'madrugada', 'Inspiração', 'Pra', 'tudo', 'viver', 'Que', 'viver', 'Quando', 'certo', 'alguém', 'Desperta', 'sentimento', 'É', 'melhor', 'resistir', 'entregar']",PT-BR,https://api.vagalume.com.br/search.php?art= Lulu Santos &mus=Um-Certo-Alguem&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
MeninodoRio,BabyConsuelo,"['Menino', 'Rio', 'Calor', 'provoca', 'arrepio', 'Dragão', 'tatuado', 'braço', 'Calção', 'corpo', 'aberto', 'espaço', 'Coração', 'eterno', 'flerte', 'Adoro', 'ver-te', 'Menino', 'vadio', 'Tensão', 'flutuante', 'rio', 'Eu', 'canto', 'Deus', 'proteger-te', 'Menino', 'Rio', 'Calor', 'provoca', 'arrepio', 'Dragão', 'tatuado', 'braço', 'Calção', 'corpo', 'aberto', 'espaço', 'Coração', 'eterno', 'flerte', 'Adoro', 'ver-te', 'Menino', 'vadio', 'Tensão', 'flutuante', 'rio', 'Eu', 'canto', 'Deus', 'proteger-te', 'O', 'Havaí', 'Seja', 'aqui', 'tudo', 'sonhares', 'Todos', 'lugares', 'ondas', 'mares', 'Pois', 'vejo', 'desejo', 'desejo', 'Menino', 'Rio', 'Calor', 'provoca', 'arrepio', 'Toma', 'canção', 'beijo']",PT-BR,https://api.vagalume.com.br/search.php?art= Baby Consuelo &mus=Menino-do-Rio&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
Saúde,RitaLee,"['Me', 'cansei', 'lero-lero', 'Dá', 'licença', 'vou', 'sair', 'sério', 'Quero', 'saúde', 'Me', 'cansei', 'escutar', 'opiniões', 'De', 'ter', 'mundo', 'melhor', 'Mas', 'ninguém', 'sai', 'cima', 'Nesse', 'chove-não-molha', 'Só', 'sei', 'agora', 'Eu', 'vou', 'cuidar', 'mim', 'Como', 'vai', 'tudo', 'bem', 'Apesar', 'contudo', 'todavia', 'porém', 'As', 'águas', 'vão', 'rolar', 'Não', 'vou', 'chorar', 'Se', 'acaso', 'morrer', 'coração', 'É', 'sinal', 'amei', 'demais', 'Mas', 'enquanto', 'viva', 'Cheia', 'graça', 'Talvez', 'ainda', 'faça', 'Um', 'monte', 'gente', 'feliz']",PT-BR,https://api.vagalume.com.br/search.php?art= Rita Lee &mus=Saude&apikey=dc668952146a4a25b6d06586e7b69708,exact,
BrincardeViver,MariaBethânia,"['Quem', 'chamou', 'Quem', 'vai', 'querer', 'voltar', 'pro', 'ninho', 'redescobrir', 'lugar', 'Pra', 'retornar', 'enfrentar', 'dia-a-dia', 'Reaprender', 'sonhar', 'Você', 'verá', 'assim', 'história', 'fim', 'Continua', 'sempre', 'responde', 'sim', 'imaginação', 'arte', 'sorrir', 'cada', 'vez', 'mundo', 'diz', 'Você', 'verá', 'emoção', 'começa', 'agora', 'Agora', 'brincar', 'viver', 'esquecer', 'ninguém', 'centro', 'universo', 'Que', 'assim', 'maior', 'prazer', 'Você', 'verá', 'assim', 'história', 'fim', 'Continua', 'sempre', 'responde', 'sim', 'imaginação', 'arte', 'sorrir', 'cada', 'vez', 'mundo', 'diz', 'desejo', 'amar', 'todos', 'cruzar', 'caminho', 'Como', 'feliz', 'quero', 'ver', 'feliz', 'Quem', 'andar', 'comigo', 'vem']",PT-BR,https://api.vagalume.com.br/search.php?art= Maria Bethania &mus=Brincar-de-Viver&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
VaiPassar,ChicoBuarque,"['Vai', 'passar', 'Nessa', 'avenida', 'samba', 'popular', 'Cada', 'paralelepípedo', 'Da', 'velha', 'cidade', 'Essa', 'noite', 'vai', 'Se', 'arrepiar', 'Ao', 'lembrar', 'Que', 'aqui', 'passaram', 'sambas', 'imortais', 'Que', 'aqui', 'sangraram', 'pés', 'Que', 'aqui', 'sambaram', 'ancestrais', 'Num', 'tempo', 'Página', 'infeliz', 'história', 'Passagem', 'desbotada', 'memória', 'Das', 'novas', 'gerações', 'Dormia', 'pátria', 'mãe', 'tão', 'distraída', 'Sem', 'perceber', 'subtraída', 'tenebrosas', 'transações', 'Seus', 'filhos', 'Erravam', 'cegos', 'continente', 'Levavam', 'pedras', 'feito', 'penitentes', 'Erguendo', 'estranhas', 'catedrais', 'dia', 'afinal', 'Tinham', 'direito', 'alegria', 'fugaz', 'Uma', 'ofegante', 'epidemia', 'Que', 'chamava', 'carnaval', 'O', 'carnaval', 'carnaval', 'Vai', 'passar', 'Palmas', 'pra', 'ala', 'barões', 'famintos', 'O', 'bloco', 'napoleões', 'retintos', 'pigmeus', 'bulevar', 'Meu', 'Deus', 'vem', 'olhar', 'Vem', 'ver', 'perto', 'cidade', 'cantar', 'evolução', 'liberdade', 'Até', 'dia', 'clarear', 'Ai', 'vida', 'boa', 'olerê', 'Ai', 'vida', 'boa', 'olará', 'O', 'estandarte', 'sanatório', 'geral', 'vai', 'passar', 'Ai', 'vida', 'boa', 'olerê', 'Ai', 'vida', 'boa', 'olará', 'O', 'estandarte', 'sanatório', 'geral', 'Vai', 'passar', '©', 'Marola', 'Edições', 'Musicais', 'Ltda']",PT-BR,https://api.vagalume.com.br/search.php?art= Chico Buarque &mus=Vai-Passar&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
Loiragelada,RPM,"['Só', 'homem', 'feio', 'ai', 'Disfarça', 'faz', 'viu', 'Não', 'ouviu', 'chamar', 'Desfaz', 'assim', 'mim', 'faz', 'qualquer', 'Agora', 'sei', 'Passei', 'cada', 'papel', 'rastejei', 'Tentando', 'entrar', 'céu', 'Agora', 'sei', 'sei', 'sei', 'sei', 'Passei', 'cada', 'papel', 'Me', 'embriaguei', 'acordei', 'bordel', 'Já', 'sei', 'pouco', 'Dois', 'bom', 'três', 'demais', 'fico', 'louco', 'ciúmes', 'outro', 'rapaz', 'Agora', 'sei', 'Passei', 'cada', 'papel', 'rastejei', 'Tentando', 'entrar', 'céu', 'Agora', 'sei', 'sei', 'sei', 'Passei', 'cada', 'papel', 'embriaguei', 'acordei', 'bordel', 'Na', 'madrugada', 'Na', 'mesa', 'bar', 'ai', 'Loiras', 'geladas', 'vem', 'consolar', 'Qualquer', 'mulher', 'sempre', 'assim', 'Vocês', 'todas', 'iguais', 'Nos', 'enlouquecem', 'então', 'esquecem', 'Já', 'querem', 'Agora', 'sei', 'Passei', 'cada', 'papel', 'rastejei', 'Tentando', 'entrar', 'céu', 'Agora', 'sei', 'sei', 'sei', 'Passei', 'cada', 'papel', 'embriaguei', 'acordei', 'bordel', 'Mais', 'Na', 'madrugada', 'Na', 'mesa', 'bar', 'Loiras', 'geladas', 'vem', 'consolar', 'Passei', 'cada', 'papel', 'rastejei', 'Passei', 'cada', 'papel', 'embriaguei', 'acordei', 'bordel']",PT-BR,https://api.vagalume.com.br/search.php?art= RPM &mus=Loira-gelada&apikey=dc668952146a4a25b6d06586e7b69708,GoogleSearch OK,
QuandoGiraoMundo,FábioJr.,"['Tudo', 'tudo', 'pode', 'acontecer', 'feche', 'olhos', 'solte', 'prazer', 'Quando', 'sonho', 'traz', 'vida', 'traz', 'Tudo', 'tudo', 'pode', 'amor', 'ganhar', 'passe', 'tempo', 'passe', 'passar', 'noite', 'vem', 'dia', 'vai', 'REFRÃO', 'Quando', 'gira', 'mundo', 'alguém', 'chega', 'fundo', 'ser', 'humano', 'Há', 'estrela', 'solta', 'céu', 'boca', 'alguém', 'diz', 'amo', 'esperança', 'desce', 'junto', 'madrugada', 'Com', 'sol', 'surgindo', 'cada', 'vez', 'lindo', 'estrada', 'Esqueça', 'então', 'talvez', 'diga', 'sim', 'vez', 'É', 'amor', 'vai', 'chegar', 'REFRÃO', 'Quando', 'gira', 'mundo', 'alguém', 'chega', 'fundo', 'ser', 'humano', 'Há', 'estrela', 'solta', 'céu', 'boca', 'alguém', 'diz', 'amo', 'esperança', 'desce', 'junto', 'madrugada', 'Com', 'sol', 'surgindo', 'cada', 'vez', 'lindo', 'estrada']",PT-BR,https://api.vagalume.com.br/search.php?art= Fabio Jr. &mus=Quando-Gira-o-Mundo&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
