Music;Artist;Text;Language;Url;Search Status;
Umdiadedomingo;TimMaiaeGalCosta;Eu preciso te falar Te encontrar de qualquer jeito Pra sentar e conversar Depois andar de encontro ao vento Eu preciso respirar O mesmo ar que te rodeia E na pele quero ter O mesmo sol que te bronzeia Eu preciso te tocar E outra vez te ver sorrindo E voltar num sonho lindo Já não dá mais pra viver Um sentimento sem sentido Eu preciso descobrir A emoção de estar contigo Ver o sol amanhecer E ver a vida acontecer Como um dia de domingo Faz de conta que ainda é cedo Tudo vai ficar por conta da emoção Faz de conta que ainda é cedo E deixar falar a voz do coração Eu preciso te falar Te encontrar de qualquer jeito Pra sentar e conversar Depois andar de encontro ao vento Eu preciso respirar O mesmo ar que te rodeia E na pele quero ter O mesmo sol que te bronzeia Eu preciso te tocar E outra vez te ver sorrindo E voltar num sonho lindo Já não dá mais pra viver Um sentimento sem sentido Eu preciso descobrir A emoção de estar contigo Ver o sol amanhecer E ver a vida acontecer Como um dia de domingo Faz de conta que ainda é cedo Tudo vai ficar por conta da emoção Faz de conta que ainda é cedo E deixar falar a voz do coração Faz de conta que ainda é cedo Tudo vai ficar por conta da emoção Faz de conta que ainda é cedo E deixar falar a voz do coração Faz de conta que ainda é cedo Tudo vai ficar por conta da emoção (da emoção) Faz de conta que ainda é cedo E deixar falar a voz do coração (deixa, deixa) Faz de conta que ainda é cedo Tudo vai ficar por conta da emoção (da emoção) Faz de conta que ainda é cedo;PT-BR;https://api.vagalume.com.br/search.php?art= Tim Maia e Gal Costa &mus=Um-dia-de-domingo&apikey=dc668952146a4a25b6d06586e7b69708;GoogleSearch OK
Demais;VeronicaSabino;Foi um vento que passou Que te trouxe E te levou Deixando no corpo A marca do amor Que ficou no ar Ilusão luar A chuva que esse vento Traz Faz com que Eu me lembre mais De todos os sonhos Que a gente sonhou Planejou demais Demais Bem que eu podia Tentar te encontrar Mas um vento forte Que me afastou, te levou Te escondeu Longe demais A chuva que esse vento Traz Faz com que Eu me lembre mais De todos os sonhos Que a gente sonhou Planejou demais Demais E cada vento Que soprar Pode te fazer voltar Encher o vazio Que ficou no ar Me marcou demais Me marcou Demais;PT-BR;https://api.vagalume.com.br/search.php?art= Veronica Sabino &mus=Demais&apikey=dc668952146a4a25b6d06586e7b69708;exact
TheLadyInRed;ChrisDeBurgh;I've never seen you looking so lovely as you did tonight I've never seen you shine so bright I've never seen so many men ask you if you wanted to dance They're looking for a little romance, given half a chance And I have never seen that dress you're wearing Or the highlights in your hair that catch your eyes I have been blind The lady in red is dancing with me, cheek to cheek There's nobody here, it's just you and me It's where I want to be But I hardly know this beauty by my side I'll never forget the way you look tonight I've never seen you looking so gorgeous as you did tonight I've never seen you shine so bright, you were amazing I've never seen so many people want to be there by your side And when you turned to me and smiled, it took my breath away And I have never had such a feeling Such a feeling of complete and utter love, as I do tonight The lady in red is dancing with me, cheek to cheek There's nobody here, it's just you and me It's where I want to be But I hardly know this beauty by my side I'll never forget the way you look tonight I never will forget the way you look tonight The lady in red, the lady in red The lady in red, my lady in red I love you;PT-BR;https://api.vagalume.com.br/search.php?art= Chris De Burgh &mus=The-Lady-In-Red&apikey=dc668952146a4a25b6d06586e7b69708;GoogleSearch OK
(I’veHad)TheTimeOfMyLife;BillMedley,JenniferWarnes;Now I've had the time of my life No, I never felt like this before Yes I swear it's the truth And I owe it all to you 'Cause I've had the time of my life And I owe it all to you I've been waiting for so long Now I've finally found someone to stand by me We saw the writing on the wall And we felt this magical fantasy Now with passion in our eyes There's no way we could disguise it secretly So we take each others hand 'Cause we seem to understand the urgency Just remember You're the one thing I can't get enough of So I'll tell you something This could be love Because I've had the time of my life No, I never felt this way before Yes I swear it's the truth And I owe it all to you Hey baby With my body and soul I want you more than you'll ever know So we'll just let it go Don't be afraid to lose control, no Yes, I know what's on your mind when you say "Stay with me tonight" (stay with me) And remember You're the one thing I can't get enough of So I'll tell you something This could be love Because I've had the time of my life No, I never felt this way before Yes I swear it's the truth And I owe it all to you 'Cause I've had the time of my life And I've searched through every open door (never felt this way) Till I found the truth And I owe it all to you Now I've had the time of my life No, I never felt this way before (never felt this way) Yes I swear it's the truth And I owe it all to you I've had the time of my life No, I never felt this way before (never felt this way) Yes I swear it's the truth And I owe it all to you 'Cause I've had the time of my life (I had time of my life) And I've searched through every open door (you do it to me, baby) Till I found the truth (you do it to me, baby) And I owe it all to you;PT-BR;https://api.vagalume.com.br/search.php?art= Bill Medley, Jennifer Warnes &mus=(Ive-Had)-The-Time-Of-My-Life&apikey=dc668952146a4a25b6d06586e7b69708;GoogleSearch OK
EntreTapaseBeijos;LeandroeLeonardo;Intro:                        Perguntaram pra mim                     Se ainda gosto dela                     Respondi, tenho ódio                         E morro de amor por ela                       Hoje estamos juntinhos                    Amanhã nem te vejo                     Separando e voltando                                    A gente segue andando entre  tapas e beijos                            Eu sou dela, e ela é minha                        E sempre queremos mais                       Se me manda ir embora                                    Eu saio lá fora ela chama pra trás     Entre tapas e beijos    É ódio é desejo                    É sonho é ternura    O casal que se ama                   Até mesmo na cama                 Provoca loucuras    E assim vou vivendo    Sofrendo e querendo                    Esse amor doentio                       Mas se falto pra ela                    Meu mundo sem ela               também é  vazio;PT-BR;https://api.vagalume.com.br/search.php?art= Leandro e Leonardo &mus=Entre-Tapas-e-Beijos&apikey=dc668952146a4a25b6d06586e7b69708;aprox
Momentos;Joanna;Momentos        Vou te caçar na cama Sem segredos E saciar a sede Do desejo  Deixar o teu  cabelo em Desalinho E me afogar de vez Em teu carinho  Quero ficar assim por toda a noite A copiar teus traços Lentamente  Deixar pousar meu beijo No teu corpo  Deixar que o amor Se faça mansamente  Vem, ficar comigo no abandono Desse  abraço E adormeça no meu peito  Teu  cansaço Que é tão difícil esse momento Pra nós Dois  Vem e traz contigo essa paz Tão esperada Faz dessa noite Uma eterna madrugada E só  desperte quando a vida adormecer;PT-BR;https://api.vagalume.com.br/search.php?art= Joanna &mus=Momentos&apikey=dc668952146a4a25b6d06586e7b69708;exact
Emoções;RobertoCarlos;Quando eu estou aqui Eu vivo esse momento lindo Olhando pra você E as mesmas emoções sentindo São tantas já vividas São momentos que eu não esqueci Detalhes de uma vida Histórias que eu contei aqui  Amigos eu ganhei Saudades eu senti, partindo E às vezes eu deixei Você me ver chorar, sorrindo  Sei tudo que o amor É capaz de me dar Eu sei já sofri Mas não deixo de amar  Se chorei Ou se sorri O importante É que emoções eu vivi  São tantas já vividas São momentos que eu não esqueci Detalhes de uma vida Histórias que eu contei aqui  Mas eu estou aqui Vivendo esse momento lindo De frente pra você E as emoções se repetindo  Em paz com a vida E o que ela me traz Na fé que me faz Otimista demais  Se chorei Ou se sorri O importante É que emoções eu vivi  Se chorei Ou se sorri O importante É que emoções eu vivi;PT-BR;https://api.vagalume.com.br/search.php?art= Roberto Carlos &mus=Emocoes&apikey=dc668952146a4a25b6d06586e7b69708;exact
LeãoFerido;Biafra;Feche os olhos   Não te quero mais Dentro do coração Quantas vezes  eu tentei  falar com você Eu não gosto de me ver assim  Mas não tem solução A verdade dói demais em mim Solidão Tenho que ser bandido Tenho que ser cruel Um leão ferido  Feroz Sou um herói vencido Anjo que fere o céu Grito de amor sumido na voz e nós onde?;PT-BR;https://api.vagalume.com.br/search.php?art= Biafra &mus=Leao-Ferido&apikey=dc668952146a4a25b6d06586e7b69708;aprox
ComoumaOnda;LuluSantos;Nada do que foi será De novo do jeito que já foi um dia Tudo passa, tudo sempre passará A vida vem em ondas, como um mar Num indo e vindo infinito  Tudo que se vê não é Igual ao que a gente viu há um segundo tudo muda o tempo todo no mundo  Não adianta fugir Nem mentir pra si mesmo agora Há tanta vida lá fora Aqui dentro sempre  Como uma onda no mar  Como uma onda no mar  Como uma onda no mar;PT-BR;https://api.vagalume.com.br/search.php?art= Lulu Santos &mus=Como-uma-Onda&apikey=dc668952146a4a25b6d06586e7b69708;aprox
Óculos;OsParalamasDoSucesso;Se as meninas do Leblon Não olham mais pra mim.  Eu uso óculos E volta e meia Eu entro com meu carro pela contramão Eu tô sem óculos  Se eu tô alegre Eu ponho os óculos e vejo tudo bem Mas se eu tô triste eu tiro os óculos Eu não vejo ninguém   Por que você não olha pra mim? Me diz o que é que eu tenho de mal Por que você não olha pra mim? Por trás dessa lente tem um cara legal...  Eu decidi dizer que eu nunca fui o tal Era mais jogo se eu tentasse fazer charme de intelectual Se eu te disser Periga você não acreditar em mim.  Eu não nasci de óculos... Eu não era assim...  Por que você não olha pra mim? Me diz o que é que eu tenho de mal. Por que você não olha pra mim? Por trás dessa lente tem um cara legal.  Por que você não olha pra mim? Por que você diz sempre que não? Por que você não olha pra mim? Por trás dessa lente também bate um coração.;PT-BR;https://api.vagalume.com.br/search.php?art= Os Paralamas Do Sucesso &mus=Oculos&apikey=dc668952146a4a25b6d06586e7b69708;exact
EduardoeMônica;LegiãoUrbana;Quem um dia irá dizer que existe razão Nas coisas feitas pelo coração? E quem irá dizer Que não existe razão?  Eduardo abriu os olhos mas não quis se levantar Ficou deitado e viu que horas eram Enquanto Mônica tomava um conhaque No outro canto da cidade Como eles disseram  Eduardo e Mônica um dia se encontraram sem querer E conversaram muito mesmo pra tentar se conhecer Foi um carinha do cursinho do Eduardo que disse - Tem uma festa legal e a gente quer se divertir Festa estranha, com gente esquisita - Eu não estou legal, não aguento mais birita E a Mônica riu e quis saber um pouco mais Sobre o boyzinho que tentava impressionar E o Eduardo, meio tonto, só pensava em ir pra casa - É quase duas, eu vou me ferrar  Eduardo e Mônica trocaram telefone Depois telefonaram e decidiram se encontrar O Eduardo sugeriu uma lanchonete Mas a Mônica queria ver o filme do Godard Se encontraram então no parque da cidade A Mônica de moto e o Eduardo de camelo O Eduardo achou estranho e melhor não comentar Mas a menina tinha tinta no cabelo  Eduardo e Mônica eram nada parecidos Ela era de Leão e ele tinha dezesseis Ela fazia Medicina e falava alemão E ele ainda nas aulinhas de inglês Ela gostava do Bandeira e do Bauhaus De Van Gogh e dos Mutantes Do Caetano e de Rimbaud E o Eduardo gostava de novela E jogava futebol-de-botão com seu avô Ela falava coisas sobre o Planalto Central Também magia e meditação E o Eduardo ainda estava No esquema "escola, cinema, clube, televisão"  E, mesmo com tudo diferente Veio mesmo, de repente Uma vontade de se ver E os dois se encontravam todo dia E a vontade crescia Como tinha de ser  Eduardo e Mônica fizeram natação, fotografia Teatro e artesanato e foram viajar A Mônica explicava pro Eduardo Coisas sobre o céu, a terra, a água e o ar Ele aprendeu a beber, deixou o cabelo crescer E decidiu trabalhar E ela se formou no mesmo mês Em que ele passou no vestibular E os dois comemoraram juntos E também brigaram juntos, muitas vezes depois E todo mundo diz que ele completa ela e vice-versa Que nem feijão com arroz  Construíram uma casa uns dois anos atrás Mais ou menos quando os gêmeos vieram Batalharam grana e seguraram legal A barra mais pesada que tiveram  Eduardo e Mônica voltaram pra Brasília E a nossa amizade dá saudade no verão Só que nessas férias não vão viajar Porque o filhinho do Eduardo Tá de recuperação  E quem um dia irá dizer que existe razão Nas coisas feitas pelo coração? E quem irá dizer Que não existe razão?;PT-BR;https://api.vagalume.com.br/search.php?art= Legiao Urbana &mus=Eduardo-e-Monica&apikey=dc668952146a4a25b6d06586e7b69708;aprox
UmCertoAlguém;LuluSantos;Quis evitar teus olhos Mas não pude reagir Fico à vontade então Acho que é bobagem A mania de fingir Negando a intenção  Quando um certo alguém Cruzou o teu caminho E te mudou a direção  Chego a ficar sem jeito Mas não deixo de seguir A tua aparição  Quando um certo alguém Desperta o sentimento É melhor não resistir E se entregar  Me dê a mão Vem ser a minha estrela  Complicação Tão fácil de entender Vamos dançar, Luzir a madrugada Inspiração Pra tudo que eu viver  Quando um certo alguém Cruzou o teu caminho É melhor não resistir E se entregar  Me dê a mão Vem ser a minha estrela  Complicação Tão fácil de entender Vamos dançar, Luzir a madrugada Inspiração Pra tudo que eu viver Que eu viver  Quando um certo alguém Desperta o sentimento É melhor não resistir E se entregar;PT-BR;https://api.vagalume.com.br/search.php?art= Lulu Santos &mus=Um-Certo-Alguem&apikey=dc668952146a4a25b6d06586e7b69708;aprox
MeninodoRio;BabyConsuelo;Menino do Rio Calor que provoca arrepio Dragão tatuado no braço Calção corpo aberto no espaço Coração de eterno flerte Adoro ver-te  Menino vadio Tensão flutuante do rio Eu canto para Deus proteger-te  Menino do Rio Calor que provoca arrepio Dragão tatuado no braço Calção corpo aberto no espaço Coração de eterno flerte Adoro ver-te  Menino vadio Tensão flutuante do rio Eu canto para Deus proteger-te  O Havaí Seja aqui, tudo o que tu sonhares Todos os lugares, as ondas dos mares Pois quando eu te vejo, eu desejo o teu desejo  Menino do Rio Calor que provoca arrepio Toma esta canção como um beijo;PT-BR;https://api.vagalume.com.br/search.php?art= Baby Consuelo &mus=Menino-do-Rio&apikey=dc668952146a4a25b6d06586e7b69708;aprox
