Music,Artist,Text,Language,Url,Search Status,Unnamed: 6
DeusTeProtejaDeMim,Wando,"['deus', 'proteja', 'onda', 'alegria', 'invade', 'todo', 'dia', 'encontro', 'deus', 'proteja', 'beijo', 'pecado', 'tão', 'gostoso', 'tão', 'levado', 'tão', 'molhado', 'prazer', 'toda', 'vez', 'cruza', 'caminho', 'esqueço', 'sozinho', 'nasci', 'vou', 'morrer', 'olhar', 'vejo', 'mundo', 'tão', 'bonito', 'fé', 'acredito', 'deixo', 'amor', 'acontecer', 'vem', 'seduzir', 'confundir', 'agradar', 'louca', 'louco', 'vem', 'brincar', 'fogo', 'queimar', 'queimar', 'queimando', 'junto', 'gente', 'pode', 'acender', 'vou', 'deixar', 'amar', 'medo', 'sofrer', 'quer', 'dar', 'quero', 'receber', 'vinho', 'proibido', 'safra', 'especial', 'embriaga', 'alucina', 'faz', 'mal', 'deus', 'proteja', 'falta', 'respeito', 'corpo', 'leito', 'gente', 'faz', 'amor', 'deus', 'proteja', 'jeito', 'atrevido', 'provoca', 'gemido', 'gosto', 'dor', 'vestido', 'esconde', 'parte', 'formosa', 'benzo', 'deus', 'fêmea', 'gostosa', 'amor', 'guardou', 'pra', 'mim', 'repete', 'fala', 'loucuras', 'sentido', 'bem', 'baixinho', 'ouvido', 'dá', 'quero', 'sim', 'vem', 'seduzir', 'confundir', 'agradar', 'louca', 'louco', 'vem', 'brincar', 'fogo', 'queimar', 'queimar', 'queimando', 'junto', 'gente', 'pode', 'acender', 'vou', 'deixar', 'amar', 'medo', 'sofrer', 'quer', 'dar', 'quero', 'receber', 'vinho', 'proibido', 'safra', 'especial', 'embriaga', 'alucina', 'faz', 'mal']",PT-BR,https://api.vagalume.com.br/search.php?art= Wando &mus=Deus-Te-Proteja-De-Mim&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Nosbailesdavida,MiltonNascimento,"['bailes', 'vida', 'bar', 'troca', 'pão', 'muita', 'gente', 'boa', 'pôs', 'pé', 'profissão', 'tocar', 'instrumento', 'cantar', 'importando', 'pagou', 'quis', 'ouvir', 'assim', 'cantar', 'buscar', 'caminho', 'vai', 'dar', 'sol', 'comigo', 'lembranças', 'cantar', 'nada', 'longe', 'tudo', 'tão', 'bom', 'té', 'estrada', 'terra', 'boléia', 'caminhão', 'assim', 'roupa', 'encharcada', 'alma', 'repleta', 'chão', 'todo', 'artista', 'ir', 'aonde', 'povo', 'assim', 'assim', 'cantando', 'desfaço', 'canso', 'viver', 'cantar']",PT-BR,https://api.vagalume.com.br/search.php?art= Milton Nascimento &mus=Nos-bailes-da-vida&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
Banhodeespuma,RitaLee,"['tal', 'doi', 'banheira', 'espuma', 'el', 'cuerpo', 'caliente', 'dolce', 'farniente', 'culpa', 'nenhuma', 'fazendo', 'massagem', 'relaxando', 'tensão', 'plenum', 'vagabundagem', 'toda', 'disposição', 'falando', 'muita', 'bobagem', 'esfregando', 'água', 'sabão', 'tal', 'doi', 'banheira', 'espuma', 'el', 'cuerpo', 'caliente', 'dolce', 'farniente', 'culpa', 'nenhuma', 'fazendo', 'massagem', 'relaxando', 'tensão', 'plenum', 'vagabundagem', 'toda', 'disposição', 'falando', 'muita', 'bobagem', 'esfregando', 'água', 'sabão', 'lá', 'reino', 'afrodite', 'amor', 'passa', 'limites', 'quiser', 'habilite', 'falta', 'apetite', 'tal', 'doi', 'banheira', 'espuma']",PT-BR,https://api.vagalume.com.br/search.php?art= Rita Lee &mus=Banho-de-espuma&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
CoraçãodeEstudante,MiltonNascimento,"['quero', 'falar', 'coisa', 'adivinha', 'onde', 'anda', 'deve', 'estar', 'dentro', 'peito', 'caminha', 'ar', 'pode', 'estar', 'aqui', 'lado', 'bem', 'perto', 'pensamos', 'folha', 'juventude', 'nome', 'certo', 'desse', 'amor', 'podaram', 'momentos', 'desviaram', 'destino', 'sorriso', 'menino', 'tantas', 'vezes', 'escondeu', 'renova-se', 'esperança', 'nova', 'aurora', 'cada', 'dia', 'cuidar', 'broto', 'pra', 'vida', 'dê', 'flor', 'fruto', 'coração', 'estudante', 'cuidar', 'vida', 'cuidar', 'mundo', 'tomar', 'conta', 'amizade', 'alegria', 'sonho', 'espalhados', 'caminho', 'verdes', 'plantas', 'sentimento', 'folhas', 'coração', 'juventude', 'fé']",PT-BR,https://api.vagalume.com.br/search.php?art= Milton Nascimento &mus=Coracao-de-Estudante&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
Umdiadedomingo,TimMaiaeGalCosta,"['preciso', 'falar', 'encontrar', 'qualquer', 'jeito', 'pra', 'sentar', 'conversar', 'andar', 'encontro', 'vento', 'preciso', 'respirar', 'ar', 'rodeia', 'pele', 'quero', 'ter', 'sol', 'bronzeia', 'preciso', 'tocar', 'outra', 'vez', 'ver', 'sorrindo', 'voltar', 'sonho', 'lindo', 'dá', 'pra', 'viver', 'sentimento', 'sentido', 'preciso', 'descobrir', 'emoção', 'estar', 'contigo', 'ver', 'sol', 'amanhecer', 'ver', 'vida', 'acontecer', 'dia', 'domingo', 'faz', 'conta', 'ainda', 'cedo', 'tudo', 'vai', 'ficar', 'conta', 'emoção', 'faz', 'conta', 'ainda', 'cedo', 'deixar', 'falar', 'voz', 'coração', 'preciso', 'falar', 'encontrar', 'qualquer', 'jeito', 'pra', 'sentar', 'conversar', 'andar', 'encontro', 'vento', 'preciso', 'respirar', 'ar', 'rodeia', 'pele', 'quero', 'ter', 'sol', 'bronzeia', 'preciso', 'tocar', 'outra', 'vez', 'ver', 'sorrindo', 'voltar', 'sonho', 'lindo', 'dá', 'pra', 'viver', 'sentimento', 'sentido', 'preciso', 'descobrir', 'emoção', 'estar', 'contigo', 'ver', 'sol', 'amanhecer', 'ver', 'vida', 'acontecer', 'dia', 'domingo', 'faz', 'conta', 'ainda', 'cedo', 'tudo', 'vai', 'ficar', 'conta', 'emoção', 'faz', 'conta', 'ainda', 'cedo', 'deixar', 'falar', 'voz', 'coração', 'faz', 'conta', 'ainda', 'cedo', 'tudo', 'vai', 'ficar', 'conta', 'emoção', 'faz', 'conta', 'ainda', 'cedo', 'deixar', 'falar', 'voz', 'coração', 'faz', 'conta', 'ainda', 'cedo', 'tudo', 'vai', 'ficar', 'conta', 'emoção', 'emoção', 'faz', 'conta', 'ainda', 'cedo', 'deixar', 'falar', 'voz', 'coração', 'deixa', 'deixa', 'faz', 'conta', 'ainda', 'cedo', 'tudo', 'vai', 'ficar', 'conta', 'emoção', 'emoção', 'faz', 'conta', 'ainda', 'cedo']",PT-BR,https://api.vagalume.com.br/search.php?art= Tim Maia e Gal Costa &mus=Um-dia-de-domingo&apikey=dc668952146a4a25b6d06586e7b69708,GoogleSearch OK,
Demais,VeronicaSabino,"['vento', 'passou', 'trouxe', 'levou', 'deixando', 'corpo', 'marca', 'amor', 'ficou', 'ar', 'ilusão', 'luar', 'chuva', 'vento', 'traz', 'faz', 'lembre', 'todos', 'sonhos', 'gente', 'sonhou', 'planejou', 'demais', 'demais', 'bem', 'podium', 'tentar', 'encontrar', 'vento', 'forte', 'afastou', 'levou', 'escondeu', 'longe', 'demais', 'chuva', 'vento', 'traz', 'faz', 'lembre', 'todos', 'sonhos', 'gente', 'sonhou', 'planejou', 'demais', 'demais', 'cada', 'vento', 'soprar', 'pode', 'fazer', 'voltar', 'encher', 'vazio', 'ficou', 'ar', 'marcou', 'demais', 'marcou', 'demais']",PT-BR,https://api.vagalume.com.br/search.php?art= Veronica Sabino &mus=Demais&apikey=dc668952146a4a25b6d06586e7b69708,exact,
EntreTapaseBeijos,LeandroeLeonardo,"['perguntaram', 'pra', 'mim', 'ainda', 'gosto', 'respondi', 'ódio', 'morro', 'amor', 'hoje', 'juntinhos', 'amanhã', 'vejo', 'separando', 'voltando', 'gente', 'segue', 'andando', 'tapa', 'beijos', 'sempre', 'queremos', 'manda', 'ir', 'embora', 'saio', 'lá', 'chama', 'pra', 'trás', 'tapa', 'beijos', 'ódio', 'desejo', 'sonho', 'ternura', 'casal', 'ama', 'cama', 'provoca', 'loucuras', 'assim', 'vou', 'vivendo', 'sofrendo', 'querendo', 'amor', 'doentio', 'falto', 'pra', 'mundo', 'vazio']",PT-BR,https://api.vagalume.com.br/search.php?art= Leandro e Leonardo &mus=Entre-Tapas-e-Beijos&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
Momentos,Joanna,"['momentos', 'vou', 'caçar', 'cama', 'segredos', 'saciar', 'sede', 'desejo', 'deixar', 'cabelo', 'desalinho', 'afogar', 'vez', 'carinho', 'quero', 'ficar', 'assim', 'toda', 'noite', 'copiar', 'traços', 'lentamente', 'deixar', 'pousar', 'beijo', 'corpo', 'deixar', 'amor', 'faça', 'mansamente', 'vem', 'ficar', 'comigo', 'abandono', 'desse', 'abraço', 'adormeça', 'peito', 'cansaço', 'tão', 'difícil', 'momento', 'pra', 'doi', 'vem', 'traz', 'contigo', 'paz', 'tão', 'esperada', 'faz', 'dessa', 'noite', 'eterna', 'madrugada', 'desperte', 'vida', 'adormecer']",PT-BR,https://api.vagalume.com.br/search.php?art= Joanna &mus=Momentos&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Emoções,RobertoCarlos,"['aqui', 'vivo', 'momento', 'lindo', 'olhando', 'pra', 'mesmas', 'emoções', 'sentindo', 'tantas', 'vividas', 'momentos', 'esqueci', 'detalhes', 'vida', 'histórias', 'contei', 'aqui', 'amigo', 'ganhei', 'saudades', 'sent', 'partindo', 'vezes', 'deixei', 'ver', 'chorar', 'sorrindo', 'sei', 'tudo', 'amor', 'capaz', 'dar', 'sei', 'sofri', 'deixo', 'amar', 'chorei', 'sorri', 'importante', 'emoções', 'vivi', 'tantas', 'vividas', 'momentos', 'esqueci', 'detalhes', 'vida', 'histórias', 'contei', 'aqui', 'aqui', 'vivendo', 'momento', 'lindo', 'frente', 'pra', 'emoções', 'repetindo', 'paz', 'vida', 'traz', 'fé', 'faz', 'otimista', 'demais', 'chorei', 'sorri', 'importante', 'emoções', 'vivi', 'chorei', 'sorri', 'importante', 'emoções', 'vivi']",PT-BR,https://api.vagalume.com.br/search.php?art= Roberto Carlos &mus=Emocoes&apikey=dc668952146a4a25b6d06586e7b69708,exact,
LeãoFerido,Biafra,"['feche', 'olhos', 'quero', 'dentro', 'coração', 'quantas', 'vezes', 'tentei', 'falar', 'gosto', 'ver', 'assim', 'solução', 'verdade', 'dói', 'demais', 'mim', 'solidão', 'ser', 'bandido', 'ser', 'cruel', 'leão', 'ferido', 'feroz', 'herói', 'vencido', 'anjo', 'fere', 'céu', 'grito', 'amor', 'sumido', 'voz', 'onde']",PT-BR,https://api.vagalume.com.br/search.php?art= Biafra &mus=Leao-Ferido&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
ComoumaOnda,LuluSantos,"['nada', 'novo', 'jeito', 'dia', 'tudo', 'passa', 'tudo', 'sempre', 'passará', 'vida', 'vem', 'ondas', 'mar', 'indo', 'vindo', 'infinito', 'tudo', 'vê', 'igual', 'gente', 'viu', 'segundo', 'tudo', 'muda', 'tempo', 'todo', 'mundo', 'adianta', 'fugir', 'mentir', 'pra', 'si', 'agora', 'tanta', 'vida', 'lá', 'aqui', 'dentro', 'sempre', 'onda', 'mar', 'onda', 'mar', 'onda', 'mar']",PT-BR,https://api.vagalume.com.br/search.php?art= Lulu Santos &mus=Como-uma-Onda&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
Óculos,OsParalamasDoSucesso,"['meninas', 'leblon', 'olham', 'pra', 'mim', 'uso', 'óculos', 'volta', 'meia', 'entro', 'carro', 'contramão', 'tô', 'óculos', 'tô', 'alegre', 'ponho', 'óculos', 'vejo', 'tudo', 'bem', 'tô', 'triste', 'tiro', 'óculos', 'vejo', 'ninguém', 'olha', 'pra', 'mim', 'diz', 'mal', 'olha', 'pra', 'mim', 'trás', 'dessa', 'lente', 'cara', 'legal', 'decidi', 'dizer', 'nunca', 'tal', 'jogo', 'tentasse', 'fazer', 'charme', 'intelectual', 'disser', 'periga', 'acreditar', 'mim', 'nasci', 'óculos', 'assim', 'olha', 'pra', 'mim', 'diz', 'mal', 'olha', 'pra', 'mim', 'trás', 'dessa', 'lente', 'cara', 'legal', 'olha', 'pra', 'mim', 'diz', 'sempre', 'olha', 'pra', 'mim', 'trás', 'dessa', 'lente', 'bate', 'coração']",PT-BR,https://api.vagalume.com.br/search.php?art= Os Paralamas Do Sucesso &mus=Oculos&apikey=dc668952146a4a25b6d06586e7b69708,exact,
EduardoeMônica,LegiãoUrbana,"['dia', 'irá', 'dizer', 'existe', 'razão', 'coisas', 'feitas', 'coração', 'irá', 'dizer', 'existe', 'razão', 'eduardo', 'abriu', 'olhos', 'quis', 'levantar', 'ficou', 'deitado', 'viu', 'horas', 'enquanto', 'mônica', 'tomava', 'conhaque', 'outro', 'canto', 'cidade', 'disseram', 'eduardo', 'mônica', 'dia', 'encontraram', 'querer', 'conversaram', 'pra', 'tentar', 'conhecer', 'carinha', 'cursinho', 'eduardo', 'disse', 'festa', 'legal', 'gente', 'quer', 'divertir', 'festa', 'estranha', 'gente', 'esquisita', 'legal', 'aguento', 'birita', 'mônica', 'riu', 'quis', 'saber', 'pouco', 'sobre', 'boyzinho', 'tentava', 'impressionar', 'eduardo', 'meio', 'tonto', 'pensava', 'ir', 'pra', 'casa', 'quase', 'duas', 'vou', 'ferrar', 'eduardo', 'mônica', 'trocaram', 'telefone', 'telefonaram', 'decidiram', 'encontrar', 'eduardo', 'sugeriu', 'lanchonete', 'mônica', 'queria', 'ver', 'filme', 'godard', 'encontraram', 'então', 'parque', 'cidade', 'mônica', 'moto', 'eduardo', 'camelo', 'eduardo', 'achou', 'estranho', 'melhor', 'comentar', 'menina', 'tinta', 'cabelo', 'eduardo', 'mônica', 'nada', 'parecidos', 'leão', 'dezesseis', 'fazia', 'medicina', 'falava', 'alemão', 'ainda', 'aulinhas', 'inglês', 'gostava', 'bandeira', 'bauhaus', 'van', 'gogh', 'mutantes', 'caetano', 'rimbaud', 'eduardo', 'gostava', 'novela', 'jogava', 'futebol-de-botão', 'avô', 'falava', 'coisas', 'sobre', 'planalto', 'central', 'magia', 'meditação', 'eduardo', 'ainda', 'esquema', 'escola', 'cinema', 'clube', 'televisão', 'tudo', 'diferente', 'veio', 'repente', 'vontade', 'ver', 'doi', 'encontravam', 'todo', 'dia', 'vontade', 'crescia', 'ser', 'eduardo', 'mônica', 'fizeram', 'natação', 'fotografia', 'teatro', 'artesanato', 'viajar', 'mônica', 'explicava', 'pro', 'eduardo', 'coisas', 'sobre', 'céu', 'terra', 'água', 'ar', 'aprendeu', 'beber', 'deixou', 'cabelo', 'crescer', 'decidiu', 'trabalhar', 'formou', 'mês', 'passou', 'vestibular', 'doi', 'comemoraram', 'junto', 'brigaram', 'junto', 'muitas', 'vezes', 'todo', 'mundo', 'diz', 'completa', 'vice-versa', 'feijão', 'arroz', 'construíram', 'casa', 'un', 'doi', 'ano', 'atrás', 'menos', 'gêmeos', 'vieram', 'batalharam', 'grana', 'seguraram', 'legal', 'barra', 'pesada', 'eduardo', 'mônica', 'voltaram', 'pra', 'brasília', 'amizade', 'dá', 'saudade', 'verão', 'nessas', 'férias', 'vão', 'viajar', 'porque', 'filhinho', 'eduardo', 'tá', 'recuperação', 'dia', 'irá', 'dizer', 'existe', 'razão', 'coisas', 'feitas', 'coração', 'irá', 'dizer', 'existe', 'razão']",PT-BR,https://api.vagalume.com.br/search.php?art= Legiao Urbana &mus=Eduardo-e-Monica&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
UmCertoAlguém,LuluSantos,"['quis', 'evitar', 'olhos', 'pude', 'reagir', 'fico', 'vontade', 'então', 'acho', 'bobagem', 'mania', 'fingir', 'negando', 'intenção', 'certo', 'alguém', 'cruzou', 'caminho', 'mudou', 'direção', 'chego', 'ficar', 'jeito', 'deixo', 'seguir', 'aparição', 'certo', 'alguém', 'desperta', 'sentimento', 'melhor', 'resistir', 'entregar', 'dê', 'mão', 'vem', 'ser', 'estrela', 'complicação', 'tão', 'fácil', 'entender', 'vamos', 'dançar', 'luzir', 'madrugada', 'inspiração', 'pra', 'tudo', 'viver', 'certo', 'alguém', 'cruzou', 'caminho', 'melhor', 'resistir', 'entregar', 'dê', 'mão', 'vem', 'ser', 'estrela', 'complicação', 'tão', 'fácil', 'entender', 'vamos', 'dançar', 'luzir', 'madrugada', 'inspiração', 'pra', 'tudo', 'viver', 'viver', 'certo', 'alguém', 'desperta', 'sentimento', 'melhor', 'resistir', 'entregar']",PT-BR,https://api.vagalume.com.br/search.php?art= Lulu Santos &mus=Um-Certo-Alguem&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
