Music,Artist,Text,Language,Url,Search Status,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
LiberarGeral,TerraSamba,"['nada', 'mal', 'curtir', 'terrasamba', 'nada', 'mal', 'legal', 'entrar', 'clima', 'liberar', 'geral', 'nada', 'mal', 'curtir', 'terrasamba', 'nada', 'mal', 'legal', 'entrar', 'clima', 'liberar', 'geral', 'vira-e-mexe', 'noite', 'inteira', 'ôh', 'ôh', 'ôh', 'meio', 'ladeira', 'pra', 'lavantar', 'poeira', 'ah', 'ah', 'perder', 'estribeira', 'vira-e-mexe', 'noite', 'inteira', 'ôh', 'ôh', 'ôh', 'meio', 'ladeira', 'pra', 'lavantar', 'poeira', 'ah', 'ah', 'perder', 'estribeira', 'terra', 'samba', 'assim', 'swing', 'swing', 'prá', 'prá', 'mim', 'excita', 'corpo', 'razão', 'existir', 'samba', 'samba', 'quero', 'ficar', 'terra', 'samba', 'assim', 'swing', 'swing', 'prá', 'prá', 'mim', 'excita', 'corpo', 'razão', 'existir', 'samba', 'samba', 'quero', 'ficar', '__________________________________________']",PT-BR,https://api.vagalume.com.br/search.php?art= Terra Samba &mus=Liberar-Geral&apikey=dc668952146a4a25b6d06586e7b69708,aprox,,,,,,,,,,,,,,
EstouApaixonado,JoãoPauloeDaniel,"['quero', 'beber', 'mel', 'boca', 'abelha', 'rainha', 'quero', 'escrever', 'areia', 'história', 'junto', 'acorde', 'doce', 'guitarra', 'tocar', 'notas', 'pensamento', 'cada', 'verso', 'traduzir', 'fibras', 'sentimento', 'apaixonado', 'amor', 'tão', 'grande', 'apaixonado', 'penso', 'todo', 'instante', 'quero', 'ser', 'ar', 'respiras', 'quero', 'ser', 'pão', 'alimenta', 'quero', 'ser', 'água', 'refresca', 'vinho', 'esquenta', 'cair', 'caia', 'abraço', 'morrer', 'morra', 'desejo', 'adormecer', 'dizendo', 'amo', 'acordar', 'beijo', 'apaixonado', 'amor', 'tão', 'grande', 'apaixonado', 'penso', 'todo', 'instante', 'quero', 'sair', 'contigo', 'noite', 'enluarada', 'doi', 'adolescentes', 'madrugada', 'pra', 'viver', 'vida', 'pensar', 'nada', 'apaixonado', 'amor', 'tão', 'grande', 'apaixonado', 'penso', 'todo', 'instante']",PT-BR,https://api.vagalume.com.br/search.php?art= Joao Paulo e Daniel &mus=Estou-Apaixonado&apikey=dc668952146a4a25b6d06586e7b69708,aprox,,,,,,,,,,,,,,
Ocantodacidade,DanielaMercury,"['cor', 'dessa', 'cidade', 'canto', 'dessa', 'cidade', 'cor', 'dessa', 'cidade', 'canto', 'dessa', 'cidade', 'gueto', 'rua', 'fé', 'vou', 'andando', 'pé', 'cidade', 'bonita', 'toque', 'afoxé', 'força', 'onde', 'vem', 'ninguém', 'explica', 'bonita', 'gueto', 'rua', 'fé', 'vou', 'andando', 'pé', 'cidade', 'bonita', 'toque', 'afoxé', 'força', 'onde', 'vem', 'ninguém', 'explica', 'bonita', 'uô', 'ô', 'verdadeiro', 'amor', 'uô', 'ô', 'vai', 'onde', 'vou', 'uô', 'ô', 'verdadeiro', 'amor', 'uô', 'ô', 'vai', 'onde', 'vou', 'diga', 'quer', 'diga', 'quer', 'silêncio', 'noite', 'sol', 'manhã', 'mil', 'volta', 'mundo', 'ponto', 'final', 'primeiro', 'canta', 'carnaval', 'cor', 'dessa', 'cidade', 'canto', 'dessa', 'cidade', 'cor', 'dessa', 'cidade', 'canto', 'dessa', 'cidade', 'diga', 'quer', 'diga', 'quer', 'silêncio', 'noite', 'sol', 'manhã', 'mil', 'volta', 'mundo', 'ponto', 'final', 'primeiro', 'canta', 'carnaval', 'uô', 'ô', 'verdadeiro', 'amor', 'uô', 'ô', 'vai', 'onde', 'vou', 'uô', 'ô', 'verdadeiro', 'amor', 'uô', 'ô', 'vai', 'onde', 'vou', 'cor', 'dessa', 'cidade', 'canto', 'dessa', 'cidade', 'cor', 'dessa', 'cidade', 'canto', 'dessa', 'cidade']",PT-BR,https://api.vagalume.com.br/search.php?art= Daniela Mercury &mus=O-canto-da-cidade&apikey=dc668952146a4a25b6d06586e7b69708,aprox,,,,,,,,,,,,,,
ÉoAmor,ZezéDiCamargoeLuciano,"['vou', 'negar', 'louco', 'tô', 'maluco', 'pra', 'ver', 'vou', 'negar', 'vou', 'negar', 'tudo', 'saudade', 'traz', 'felicidade', 'vou', 'negar', '*', 'vou', 'negar', 'doce', 'mel', 'pedacinho', 'céu', 'vou', 'negar', 'doce', 'amada', 'alegria', 'conto', 'fada', 'fantasia', 'paz', 'preciso', 'pra', 'sobreviver', 'apaixonado', 'alma', 'transparente', 'louco', 'alucinado', 'meio', 'inconsequente', 'caso', 'complicado', 'entender', 'amor', 'mexe', 'cabeça', 'deixa', 'assim', 'faz', 'pensar', 'esquecer', 'mim', 'faz', 'esquecer', 'vida', 'feita', 'pra', 'viver', 'amor', 'veio', 'tiro', 'certo', 'coração', 'derrubou', 'base', 'forte', 'paixão', 'fez', 'entender', 'vida', 'nada', '*', 'repetir']",PT-BR,https://api.vagalume.com.br/search.php?art= Zeze Di Camargo e Luciano &mus=E-o-Amor&apikey=dc668952146a4a25b6d06586e7b69708,aprox,,,,,,,,,,,,,,
NoitePreta,VangeLeonel,"['luzes', 'cidade', 'olhos', 'aguentam', 'luzes', 'artificiais', 'cadê', 'noite', 'preta', 'saio', 'cidade', 'procuro', 'escuridão', 'purificação', 'calada', 'noite', 'noite', 'preta', 'calada', 'noite', 'preta', 'noite', 'preta', 'calada', 'noite', 'preta', 'noite', 'preta', 'calada', 'noite', 'preta', 'fecho', 'olhos', 'caverna', 'coração', 'perdidos', 'sim', 'calada', 'noite', 'preta', 'deus', 'deus', 'deus', 'aonde', 'vim', 'parar', 'noite', 'preta', 'vou', 'entregar']",PT-BR,https://api.vagalume.com.br/search.php?art= Vange Leonel &mus=Noite-Preta&apikey=dc668952146a4a25b6d06586e7b69708,aprox,,,,,,,,,,,,,,
Meapaixoneipelapessoaerrada,Exaltasamba,"['culpa', 'estar', 'amando', 'ficar', 'pensando', 'toda', 'hora', 'entendo', 'deixei', 'acontecer', 'tudo', 'apavora', 'culpa', 'sofrendo', 'fantasiei', 'verde', 'história', 'namorado', 'posso', 'estar', 'errado', 'ganhar', 'desejo', 'amor', 'vejo', 'sonhos', 'aumenta', 'dor', 'apaixonei', 'pessoa', 'errada', 'ninguém', 'sabe', 'quanto', 'sofrendo', 'sempre', 'vejo', 'lado', 'morro', 'ciúme', 'enlouquecendo', 'fica', 'comigo', 'deixa', 'menos', 'tocar', 'entenda', 'lado', 'lugar', 'apaixonei', 'pessoa', 'errada', 'ninguém', 'sabe', 'quanto', 'sofrendo', 'sempre', 'vejo', 'lado', 'morro', 'ciúme', 'enlouquecendo']",PT-BR,https://api.vagalume.com.br/search.php?art= Exaltasamba &mus=Me-apaixonei-pela-pessoa-errada&apikey=dc668952146a4a25b6d06586e7b69708,aprox,,,,,,,,,,,,,,
DepoisDoPrazer,SóPraContrariar,"['prazer', 'tô', 'fazendo', 'amor', 'outra', 'pessoa', 'coração', 'vai', 'ser', 'pra', 'sempre', 'corpo', 'faz', 'alma', 'perdoa', 'tanta', 'solidão', 'quase', 'enlouqueceu', 'vou', 'falar', 'amor', 'vou', 'jurar', 'paixão', 'dizer', 'sinto', 'todo', 'carinho', 'pensando', 'vou', 'fazer', 'toda', 'emoção', 'verdade', 'minto', 'vivo', 'sozinho', 'sei', 'esquecer', 'acabou', 'ilusão', 'criei', 'emoção', 'embora', 'gente', 'pede', 'pro', 'tempo', 'correr', 'sei', 'amou', 'falei', 'dá', 'pra', 'ver', 'nessa', 'hora', 'amor', 'mede', 'prazer', 'fica', 'dentro', 'peito', 'sempre', 'saudade', 'pensando', 'jeito', 'amo', 'verdade', 'desejo', 'vem', 'nome', 'chamo', 'posso', 'gostar', 'alguém', 'amo', 'vou', 'falar', 'amor', 'vou', 'jurar', 'paixão', 'dizer', 'sinto', 'todo', 'carinho', 'pensando', 'vou', 'fazer', 'toda', 'emoção', 'verdade', 'minto', 'vivo', 'sozinho', 'sei', 'esquecer', 'acabou', 'ilusão', 'criei', 'emoção', 'embora', 'gente', 'pede', 'pro', 'tempo', 'correr', 'sei', 'amou', 'falei', 'dá', 'pra', 'ver', 'nessa', 'hora', 'amor', 'mede', 'prazer']",PT-BR,https://api.vagalume.com.br/search.php?art= So Pra Contrariar &mus=Depois-Do-Prazer&apikey=dc668952146a4a25b6d06586e7b69708,aprox,,,,,,,,,,,,,,
PrefixodeVerão,BandaMel,"['ae', 'ae', 'ae', 'ae', 'ei', 'ei', 'ei', 'ei', 'oô', 'oô', 'oô', 'oô', 'oô', 'oô', 'chegar', 'g/a', 'chegar', 'chegar', '#', 'm', 'nova', 'estação', 'g7+', '#', 'm', 'espero', 'verão', '#', 'm', 'salve', 'salvador', '#', 'm', 'bato', 'quebro', 'tudo', 'amor', 'pelô', '#', 'm', 'negro', 'raça', 'fruto', 'amor', 'salve', 'salvador', '#', 'm', 'bato', 'quebro', 'tudo', 'amor', 'pelô', '#', 'm', 'ae', 'ae', 'ae', 'ae', 'g7+', 'ei', 'ei', 'ei', 'ei', '#', 'm', 'oô', 'oô', 'oô', 'oô', 'oô', 'oô', 'ae', 'ae', 'ae', 'ae', 'g7+', 'ei', 'ei', 'ei', 'ei', '#', 'm', 'oô', 'oô', 'solo', '#', 'm', '#', 'm']",PT-BR,https://api.vagalume.com.br/search.php?art= Banda Mel &mus=Prefixo-de-Verao&apikey=dc668952146a4a25b6d06586e7b69708,aprox,,,,,,,,,,,,,,
TôLegal,GrupoRaça,"['faz', 'mal', 'sonho', 'chegou', 'fim', 'baixo', 'astral', 'coração', 'juro', 'faz', 'mal', 'valeu', 'enquanto', 'durou', 'agora', 'terminou', 'preciso', 'cuidar', 'mim', 'faz', 'mal', 'primeira', 'vez', 'grande', 'amor', 'desfez', 'ter', 'explicação', 'faz', 'mal', 'lamentar', 'tempo', 'apagar', 'marcas', 'dessa', 'paixão', 'tô', 'legal', 'apesar', 'disso', 'tudo', 'tô', 'legal', 'vou', 'pensar', 'futuro', 'tô', 'legal', 'coração', 'diz', 'tô', 'legal', 'apesar', 'disso', 'tudo', 'tô', 'legal', 'vou', 'pensar', 'futuro', 'tô', 'legal', 'quero', 'ver', 'feliz']",PT-BR,https://api.vagalume.com.br/search.php?art= Grupo Raca &mus=To-Legal&apikey=dc668952146a4a25b6d06586e7b69708,aprox,,,,,,,,,,,,,,
VidaCigana,RaçaNegra,"['oh', 'amor', 'fique', 'triste', 'saudade', 'existe', 'pra', 'sabe', 'ter', 'vida', 'cigana', 'afastou', 'algum', 'tempo', 'vou', 'ter', 'viver', 'aqui', 'longe', 'longe', 'carinho', 'olhar', 'acompanha', 'tempo', 'penso', 'cada', 'momento', 'água', 'rio', 'vai', 'mar', 'nuvem', 'nova', 'vem', 'pra', 'molhar', 'noiva', 'pra', 'mim', 'linda', 'dona', 'coração', 'bate', 'tanto', 'vê', 'verdade', 'faz', 'viver', 'coração', 'bate', 'tanto', 'vê', 'verdade', 'faz', 'viver', 'oh', 'amor', 'fique', 'triste', 'saudade', 'existe', 'pra', 'sabe', 'ter', 'vida', 'cigana', 'afastou', 'algum', 'tempo', 'vou', 'ter', 'viver', 'aqui', 'longe', 'longe', 'carinho', 'olhar', 'acompanha', 'tempo', 'penso', 'cada', 'momento', 'água', 'rio', 'vai', 'mar', 'nuvem', 'nova', 'vem', 'pra', 'molhar', 'noiva', 'pra', 'mim', 'linda', 'dona', 'coração', 'bate', 'tanto', 'vê', 'verdade', 'faz', 'viver', 'coração', 'bate', 'tanto', 'vê', 'verdade', 'faz', 'viver', 'coração', 'bate', 'tanto', 'vê', 'verdade', 'faz', 'viver', 'coração', 'bate', 'tanto', 'vê', 'verdade', 'faz', 'viver', 'coração', 'bate', 'tanto', 'vê', 'verdade', 'faz', 'viver', 'coração', 'bate', 'tanto', 'vê', 'verdade', 'faz', 'viver', 'coração', 'bate', 'tanto', 'vê', 'verdade', 'faz', 'viver', 'coração', 'bate', 'tanto', 'vê', 'verdade', 'faz', 'viver', 'coração', 'bate', 'tanto', 'vê']", Saudade existe pra quem sabe ter, Minha vida cigana me afastou de você, Por algum tempo eu vou ter que viver," Por aqui, longe de você", Longe do teu carinho:  E do teu olhar," Que me acompanha, já tem muito tempo", Penso em você a cada momento, Sou água de rio que vai para o mar, Sou núvem nova que vem pra molhar," Essa noiva, que é você", Pra mim você é linda:  A dona do meu coração," Que bate tanto, quando te vê", É a verdade que me faz viver O meu coração bate tanto quando te vê, É a verdade que me faz viver!,PT-BR,https://api.vagalume.com.br/search.php?art= Raca Negra &mus=Vida-Cigana&apikey=dc668952146a4a25b6d06586e7b69708,aprox
